chapter,abbreviated,url,file_name
1,012 - Government Intervention May Fix Inefficient Markets.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/interaction-of-individuals-firms-and-societies-41/government-intervention-may-fix-inefficient-markets-150-12248/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/012 - Government Intervention May Fix Inefficient Markets.html
1,013 - Full Economy Interactions.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/interaction-of-individuals-firms-and-societies-41/full-economy-interactions-151-12249/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/013 - Full Economy Interactions.html
1,014 - Production Outputs.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/basic-economic-questions-42/production-outputs-152-12250/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/014 - Production Outputs.html
1,015 - Production Inputs and Process.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/basic-economic-questions-42/production-inputs-and-process-153-12251/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/015 - Production Inputs and Process.html
1,016 - Production Recipients.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/basic-economic-questions-42/production-recipients-154-12252/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/016 - Production Recipients.html
1,017 - Differences Between Centrally Planned and Market Economies.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/basic-economic-questions-42/differences-between-centrally-planned-and-market-economies-155-12253/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/017 - Differences Between Centrally Planned and Market Economies.html
1,018 - Mixed Economies.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/basic-economic-questions-42/mixed-economies-156-12254/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/018 - Mixed Economies.html
1,019 - Math Review.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/economic-models-43/math-review-157-12255/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/019 - Math Review.html
1,020 - Assumptions.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/economic-models-43/assumptions-158-12256/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/020 - Assumptions.html
1,021 - Hypotheses and Tests.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/economic-models-43/hypotheses-and-tests-159-12257/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/021 - Hypotheses and Tests.html
1,022 - Economic Models.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/economic-models-43/economic-models-160-12258/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/022 - Economic Models.html
1,023 - Normative and Positive Economics.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/economic-models-43/normative-and-positive-economics-161-12259/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/023 - Normative and Positive Economics.html
1,024 - Macroeconomics.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/differences-between-macroeconomics-and-microeconomics-44/macroeconomics-162-12260/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/024 - Macroeconomics.html
1,025 - Microeconomics.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/differences-between-macroeconomics-and-microeconomics-44/microeconomics-163-12261/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/025 - Microeconomics.html
1,026 - Key Differences.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/principles-of-economics-1/differences-between-macroeconomics-and-microeconomics-44/key-differences-164-12262/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/026 - Key Differences.html
2,027 - Defining a Market System.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/the-market-system-2/introducing-the-market-system-45/defining-a-market-system-165-12263/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/027 - Defining a Market System.html
2,028 - Gains from Markets.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/the-market-system-2/introducing-the-market-system-45/gains-from-markets-166-12264/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/028 - Gains from Markets.html
2,029 - Production Possibility Frontier.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/the-market-system-2/introducing-the-market-system-45/production-possibility-frontier-167-12265/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/029 - Production Possibility Frontier.html
2,030 - The Circular Flow Model.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/the-market-system-2/introducing-the-market-system-45/the-circular-flow-model-168-12266/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/030 - The Circular Flow Model.html
3,031 - The Law of Demand.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/demand-46/the-law-of-demand-169-12267/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/031 - The Law of Demand.html
3,032 - Demand Schedules and Demand Curves.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/demand-46/demand-schedules-and-demand-curves-170-12268/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/032 - Demand Schedules and Demand Curves.html
3,033 - Market Demand.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/demand-46/market-demand-171-12269/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/033 - Market Demand.html
3,034 - Ceteris Paribus.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/demand-46/ceteris-paribus-172-12270/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/034 - Ceteris Paribus.html
3,035 - Changes in Demand and Shifts in the Demand Curve.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/demand-46/changes-in-demand-and-shifts-in-the-demand-curve-173-12271/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/035 - Changes in Demand and Shifts in the Demand Curve.html
3,036 - The Law of Supply.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/supply-47/the-law-of-supply-174-12272/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/036 - The Law of Supply.html
3,037 - Supply Schedules and Supply Curves.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/supply-47/supply-schedules-and-supply-curves-175-12273/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/037 - Supply Schedules and Supply Curves.html
3,038 - Market Supply.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/supply-47/market-supply-176-12274/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/038 - Market Supply.html
3,039 - Determinants of Supply.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/supply-47/determinants-of-supply-177-12275/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/039 - Determinants of Supply.html
3,040 - Changes in Supply and Shifts in the Supply Curve.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/supply-47/changes-in-supply-and-shifts-in-the-supply-curve-178-12276/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/040 - Changes in Supply and Shifts in the Supply Curve.html
3,041 - Clearing the Market at Equilibrium Price and Quantity.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/market-equilibrium-48/clearing-the-market-at-equilibrium-price-and-quantity-179-12277/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/041 - Clearing the Market at Equilibrium Price and Quantity.html
3,042 - Impacts of Surpluses and Shortages on Market Equilibrium.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/market-equilibrium-48/impacts-of-surpluses-and-shortages-on-market-equilibrium-180-12278/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/042 - Impacts of Surpluses and Shortages on Market Equilibrium.html
3,043 - Changes in Demand and Supply and Impacts on Equilibrium.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/market-equilibrium-48/changes-in-demand-and-supply-and-impacts-on-equilibrium-181-12279/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/043 - Changes in Demand and Supply and Impacts on Equilibrium.html
3,044 - Why Governments Intervene In Markets.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/government-intervention-and-disequilibrium-49/why-governments-intervene-in-markets-182-12280/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/044 - Why Governments Intervene In Markets.html
3,045 - Price Ceilings.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/government-intervention-and-disequilibrium-49/price-ceilings-183-12281/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/045 - Price Ceilings.html
3,046 - Price Ceiling Impact on Market Outcome.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/government-intervention-and-disequilibrium-49/price-ceiling-impact-on-market-outcome-184-12282/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/046 - Price Ceiling Impact on Market Outcome.html
3,047 - Price Floors.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/government-intervention-and-disequilibrium-49/price-floors-185-12283/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/047 - Price Floors.html
3,048 - Price Floor Impact on Market Outcome.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/government-intervention-and-disequilibrium-49/price-floor-impact-on-market-outcome-186-12284/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/048 - Price Floor Impact on Market Outcome.html
3,049 - Introduction to Deadweight Loss.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/government-intervention-and-disequilibrium-49/introduction-to-deadweight-loss-187-12285/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/049 - Introduction to Deadweight Loss.html
3,050 - Arguments for and Against Government Price Controls.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/government-intervention-and-disequilibrium-49/arguments-for-and-against-government-price-controls-188-12286/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/050 - Arguments for and Against Government Price Controls.html
3,051 - Taxes.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/government-intervention-and-disequilibrium-49/taxes-189-12287/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/051 - Taxes.html
3,052 - Taxation Impact on Economic Output.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/introducing-supply-and-demand-3/government-intervention-and-disequilibrium-49/taxation-impact-on-economic-output-190-12288/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/052 - Taxation Impact on Economic Output.html
4,053 - Willingness to Pay and the Demand Curve.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/economic-surplus-4/consumer-surplus-50/willingness-to-pay-and-the-demand-curve-191-12289/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/053 - Willingness to Pay and the Demand Curve.html
4,054 - The Demand Curve and Consumer Surplus.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/economic-surplus-4/consumer-surplus-50/the-demand-curve-and-consumer-surplus-192-12290/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/054 - The Demand Curve and Consumer Surplus.html
4,055 - Impacts of Price Changes on Consumer Surplus.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/economic-surplus-4/consumer-surplus-50/impacts-of-price-changes-on-consumer-surplus-193-12291/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/055 - Impacts of Price Changes on Consumer Surplus.html
4,056 - Market Power.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/economic-surplus-4/producer-surplus-51/market-power-194-12296/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/056 - Market Power.html
4,057 - Defining Producer Surplus.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/economic-surplus-4/producer-surplus-51/defining-producer-surplus-195-12297/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/057 - Defining Producer Surplus.html
4,058 - Impact of Changing Price on Producer Surplus.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/economic-surplus-4/producer-surplus-51/impact-of-changing-price-on-producer-surplus-196-12298/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/058 - Impact of Changing Price on Producer Surplus.html
5,059 - Defining Utility.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/consumer-choice-and-utility-5/the-demand-curve-and-utility-52/defining-utility-197-12292/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/059 - Defining Utility.html
5,060 - Theory of Utility.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/consumer-choice-and-utility-5/the-demand-curve-and-utility-52/theory-of-utility-198-12293/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/060 - Theory of Utility.html
5,061 - Marginal Utility.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/consumer-choice-and-utility-5/the-demand-curve-and-utility-52/marginal-utility-199-12294/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/061 - Marginal Utility.html
5,062 - Principle of Diminishing Marginal Utility.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/consumer-choice-and-utility-5/the-demand-curve-and-utility-52/principle-of-diminishing-marginal-utility-200-12295/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/062 - Principle of Diminishing Marginal Utility.html
5,063 - Introducing the Budget Constraint.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/consumer-choice-and-utility-5/theory-of-consumer-choice-53/introducing-the-budget-constraint-201-12328/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/063 - Introducing the Budget Constraint.html
5,064 - Mapping Preferences with Indifference Curves.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/consumer-choice-and-utility-5/theory-of-consumer-choice-53/mapping-preferences-with-indifference-curves-202-12329/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/064 - Mapping Preferences with Indifference Curves.html
5,065 - Properties of Indifference Curves.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/consumer-choice-and-utility-5/theory-of-consumer-choice-53/properties-of-indifference-curves-203-12330/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/065 - Properties of Indifference Curves.html
5,066 - Impact of Income on Consumer Choices.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/consumer-choice-and-utility-5/theory-of-consumer-choice-53/impact-of-income-on-consumer-choices-204-12331/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/066 - Impact of Income on Consumer Choices.html
5,067 - Impact of Price on Consumer Choices.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/consumer-choice-and-utility-5/theory-of-consumer-choice-53/impact-of-price-on-consumer-choices-205-12332/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/067 - Impact of Price on Consumer Choices.html
5,068 - Deriving the Demand Curve.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/consumer-choice-and-utility-5/theory-of-consumer-choice-53/deriving-the-demand-curve-206-12333/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/068 - Deriving the Demand Curve.html
5,069 - Applications of Principles on Consumer Choices.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/consumer-choice-and-utility-5/theory-of-consumer-choice-53/applications-of-principles-on-consumer-choices-207-12334/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/069 - Applications of Principles on Consumer Choices.html
6,070 - Defining Price Elasticity of Demand.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/elasticity-and-its-implications-6/price-elasticity-of-demand-54/defining-price-elasticity-of-demand-208-12299/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/070 - Defining Price Elasticity of Demand.html
6,071 - Measuring the Price Elasticity of Demand.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/elasticity-and-its-implications-6/price-elasticity-of-demand-54/measuring-the-price-elasticity-of-demand-209-12300/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/071 - Measuring the Price Elasticity of Demand.html
6,072 - Interpretations of Price Elasticity of Demand.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/elasticity-and-its-implications-6/price-elasticity-of-demand-54/interpretations-of-price-elasticity-of-demand-210-12301/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/072 - Interpretations of Price Elasticity of Demand.html
6,073 - Determinants of Price Elasticity of Demand.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/elasticity-and-its-implications-6/price-elasticity-of-demand-54/determinants-of-price-elasticity-of-demand-211-12302/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/073 - Determinants of Price Elasticity of Demand.html
6,074 - Cross-Price Elasticity of Demand.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/elasticity-and-its-implications-6/other-demand-elasticities-55/cross-price-elasticity-of-demand-212-12303/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/074 - Cross-Price Elasticity of Demand.html
6,075 - Income Elasticity of Demand.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/elasticity-and-its-implications-6/other-demand-elasticities-55/income-elasticity-of-demand-213-12304/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/075 - Income Elasticity of Demand.html
6,076 - Calculating Elasticities.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/elasticity-and-its-implications-6/other-demand-elasticities-55/calculating-elasticities-214-12305/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/076 - Calculating Elasticities.html
6,077 - Definition of Price Elasticity of Supply.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/elasticity-and-its-implications-6/price-elasticity-of-supply-56/definition-of-price-elasticity-of-supply-215-12306/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/077 - Definition of Price Elasticity of Supply.html
6,078 - Measuring the Price Elasticity of Supply.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/elasticity-and-its-implications-6/price-elasticity-of-supply-56/measuring-the-price-elasticity-of-supply-216-12307/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/078 - Measuring the Price Elasticity of Supply.html
6,079 - Applications of Elasticities.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/elasticity-and-its-implications-6/price-elasticity-of-supply-56/applications-of-elasticities-217-12308/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/079 - Applications of Elasticities.html
7,080 - Defining Market Failure.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-externalities-7/introducing-market-failure-57/defining-market-failure-218-12309/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/080 - Defining Market Failure.html
7,081 - Causes of Market Failure.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-externalities-7/introducing-market-failure-57/causes-of-market-failure-219-12310/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/081 - Causes of Market Failure.html
7,082 - Introducing Externalities.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-externalities-7/introducing-market-failure-57/introducing-externalities-220-12311/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/082 - Introducing Externalities.html
7,083 - Externality Impacts on Efficiency.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-externalities-7/introducing-market-failure-57/externality-impacts-on-efficiency-221-12312/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/083 - Externality Impacts on Efficiency.html
7,084 - Negative Externalities.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-externalities-7/externalities-in-depth-58/negative-externalities-222-12313/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/084 - Negative Externalities.html
7,085 - Positive Externalities.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-externalities-7/externalities-in-depth-58/positive-externalities-223-12314/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/085 - Positive Externalities.html
7,086 - Regulation.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-externalities-7/government-policy-options-59/regulation-224-12315/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/086 - Regulation.html
7,087 - Tax.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-externalities-7/government-policy-options-59/tax-225-12316/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/087 - Tax.html
7,088 - Quotas.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-externalities-7/government-policy-options-59/quotas-226-12317/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/088 - Quotas.html
7,089 - Types of Private Solutions.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-externalities-7/private-solutions-60/types-of-private-solutions-227-12318/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/089 - Types of Private Solutions.html
7,090 - The Coase Theorem.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-externalities-7/private-solutions-60/the-coase-theorem-228-12319/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/090 - The Coase Theorem.html
8,091 - Defining a Good.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-public-goods-and-common-resources-8/public-goods-61/defining-a-good-229-12320/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/091 - Defining a Good.html
8,092 - Private Goods.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-public-goods-and-common-resources-8/public-goods-61/private-goods-230-12321/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/092 - Private Goods.html
8,093 - Public Goods.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-public-goods-and-common-resources-8/public-goods-61/public-goods-231-12322/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/093 - Public Goods.html
8,094 - Optimal Quantity of a Public Good.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-public-goods-and-common-resources-8/public-goods-61/optimal-quantity-of-a-public-good-232-12323/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/094 - Optimal Quantity of a Public Good.html
8,095 - Demand for Public Goods.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-public-goods-and-common-resources-8/public-goods-61/demand-for-public-goods-233-12324/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/095 - Demand for Public Goods.html
8,096 - Cost-Benefit Analysis.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-public-goods-and-common-resources-8/public-goods-61/cost-benefit-analysis-234-12325/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/096 - Cost-Benefit Analysis.html
8,097 - The Tragedy of the Commons.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-public-goods-and-common-resources-8/common-resources-62/the-tragedy-of-the-commons-235-12326/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/097 - The Tragedy of the Commons.html
8,098 - The Free-Rider Problem.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/market-failure-public-goods-and-common-resources-8/common-resources-62/the-free-rider-problem-236-12327/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/098 - The Free-Rider Problem.html
9,099 - Defining the Production Function.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/production-9/the-production-function-63/defining-the-production-function-237-12335/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/099 - Defining the Production Function.html
9,100 - The Law of Diminishing Returns.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/production-9/the-production-function-63/the-law-of-diminishing-returns-238-12336/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/100 - The Law of Diminishing Returns.html
9,101 - Inputs and Outputs of the Function.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/production-9/the-production-function-63/inputs-and-outputs-of-the-function-239-12337/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/101 - Inputs and Outputs of the Function.html
9,102 - Types of Costs.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/production-9/production-cost-64/types-of-costs-240-12338/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/102 - Types of Costs.html
9,103 - Average and Marginal Cost.html,https://www.boundless.com/economics/textbooks/boundless-economics-textbook/production-9/production-cost-64/average-and-marginal-cost-241-12339/,/home/joebrew/Documents/health_economics/readings/boundless_economics/files/103 - Average and Marginal Cost.html
